Link,Location,Title,Date,Time,Description,Price,Location
http://generalassemb.ly/education/intro-to-project-management-bootcamp/boston/36538,Boston,Intro to Project Management Bootcamp,"Saturday, 16 September",10,Project management has become one of the hottest jobs in the market today.,180,Atlanta
http://generalassemb.ly/education/instructional-design-bootcamp/san-francisco/37713,San Francisco,Instructional Design Bootcamp,"Saturday, 19 August",10,"This hands-on workshop will teach you how to design, organize, and deliver highly effective training and learning content—using methods that take into account learner needs, goals, and evaluation practices.",99,Atlanta
http://generalassemb.ly/education/storytelling-with-data-mixing-numbers-with-empathy/sydney/39307,Sydney,Storytelling with Data: Mixing Numbers with Empathy,"Thursday, 20 July",6,"So you have just finished a data analysis project, uncovered huge savings for your company and you have a whole heap of insights, recommendations and next steps. The final stage now awaits you - presenting your findings, insights and recommendations to your stakeholders, the people who will decide whether or not your recommendations will be implemented, so how are you going to give them an offer they can't refuse?",50,Atlanta
http://generalassemb.ly/education/social-media-strategy-mapping/london/37703,London,Social Media Strategy Mapping,"Tuesday, 25 July",6:15,"Social media initiatives don’t start when you register a Facebook or Twitter account and start posting announcements, it begins much sooner. In this workshop, you’ll be taken through a seven-step methodology called Strategic Mapping that will help guide your efforts to develop an actionable social media strategy. You’ll learn how to structure your social media efforts, deploy your resources, and ultimately launch a social media campaign that is professional and provides results you’ll be able to interpret and understand.",55,Atlanta
http://generalassemb.ly/education/blogging-basics-building-an-online-presence/san-francisco/38124,San Francisco,Blogging Basics: Building an Online Presence,"Thursday, 21 September",6,"Have you always wanted to start a blog, or do you have one that needs some direction? This class will provide you with a toolkit to create, maintain, promote, and drive traffic to your blog.",65,Atlanta
http://generalassemb.ly/education/digital-marketing-101/new-york-city/38484,New York City,Digital Marketing 101,"Tuesday, 22 August",6:30,See the strategies that drive today’s biggest brands.,60,Atlanta
http://generalassemb.ly/education/social-media-strategy-mapping/boston/37221,Boston,Social Media Strategy Mapping,"Thursday, 27 July",6:30,"Social media initiatives don’t start when you register a Facebook or Twitter account and start posting announcements, it begins much sooner. In this workshop, you’ll be taken through a 6-step methodology that will help guide your efforts to develop an actionable social media strategy. You’ll learn how to structure your social media efforts, deploy your resources, and ultimately launch a social media campaign that is professional and provides results you’ll be able to interpret and understand.",75,Atlanta
http://generalassemb.ly/education/storytelling-for-success-how-to-pitch-present-persuade/san-francisco/37924,San Francisco,"Storytelling for Success: How to Pitch, Present & Persuade","Thursday, 20 July",6:30,"Want more compelling pitches for investors, customers, and new hires? In this class, you'll learn how storytelling techniques from film and other narrative arts can take your pitches and presentations to the next level. You'll also practice crafting personal stories that quickly establish trust with audiences and colleagues.",85,Atlanta
http://generalassemb.ly/education/data-analytics-101-01095432-8af6-4a75-b00f-694d0589f258/melbourne/39241,Melbourne,Data Analytics 101,"Wednesday, 2 August",6:30,Learn how data drives better business.,35,Atlanta
http://generalassemb.ly/education/digital-marketing-bootcamp--2/los-angeles/38781,Los Angeles,Digital Marketing Bootcamp,"Saturday, 12 August",10,"This interactive, activity driven class will enable you to reach and engage your audience in your organizational space. You will then identify how to track and drive them toward relevant conversion points and KPIs.",250,Atlanta
http://generalassemb.ly/education/intro-to-coding-html-css/seattle/39116,Seattle,Intro to Coding: HTML & CSS,"Monday, 31 July",6,"Meet the programming languages that power the web, and write your first line of code.",0,Atlanta
http://generalassemb.ly/education/excel-bootcamp/los-angeles/38783,Los Angeles,Excel Bootcamp,"Saturday, 19 August",10,"The bootcamp is designed to provide students with a general overview of Excel topics and specifically more knowledge of several different functions. It combines most of the material from the two workshops into an intense one-day session. Given the short timeframe and large amount of topics covered, students are expected to be able to learn quickly. The bootcamp is designed for students who can pick up material quickly and are looking to go from relatively little knowledge of Excel to being able to achieve complex tasks in just one day.",85,Atlanta
http://generalassemb.ly/education/introduction-to-adobe-photoshop-weekend-workshop/los-angeles/37868,Los Angeles,Introduction to Adobe Photoshop: Weekend Workshop,"Saturday, 8 July",10,"Bring your creative ideas to life with Adobe Photoshop, the professional digital imaging standard, used by photographers and designers who want to perfect their digital images. Photoshop allows you to create powerful images and designs. This workshop is designed to get you up and running with Adobe Photoshop in just one day. The focus will be on step-by-step instruction leading students through the most important tools and concepts in Photoshop.",250,Atlanta
http://generalassemb.ly/education/javascript-101/new-york-city/38509,New York City,Javascript 101,"Tuesday, 26 September",6:30,Expand your coding toolkit with the No. 1 language in tech.,90,Atlanta
http://generalassemb.ly/education/introduction-to-adobe-photoshop-weekend-workshop/los-angeles/37871,Los Angeles,Introduction to Adobe Photoshop: Weekend Workshop,"Saturday, 23 September",10,"Bring your creative ideas to life with Adobe Photoshop, the professional digital imaging standard, used by photographers and designers who want to perfect their digital images. Photoshop allows you to create powerful images and designs. This workshop is designed to get you up and running with Adobe Photoshop in just one day. The focus will be on step-by-step instruction leading students through the most important tools and concepts in Photoshop.",250,Atlanta
http://generalassemb.ly/education/social-media-strategy-mapping/new-york-city/38319,New York City,Social Media Strategy Mapping,"Tuesday, 15 August",6:30,"Social media initiatives don’t start when you register a Facebook or Twitter account and start posting announcements, it begins much sooner. In this workshop, you’ll be taken through a 6-step methodology that will help guide your efforts to develop an actionable social media strategy. You’ll learn how to structure your social media efforts, deploy your resources, and ultimately launch a social media campaign that is professional and provides results you’ll be able to interpret and understand.",90,Atlanta
http://generalassemb.ly/education/the-write-stuff-ii-say-bye-bye-to-writers-block/los-angeles/39279,Los Angeles,The Write Stuff II: Say Bye Bye To Writer's Block,"Wednesday, 26 July",6:30,"Long form content is STILL ALIVE and well. Despite shorter attention spans, snaps and the rise of Facebook ""live"", blogs not only help you educate your readers--they are still the most powerful form of content for search. Writing isn't so much about coming up with clever topics or appealing to short attention spans as much as it is about INTRIGUING your reader and creating valuable content. What is valuable content? We'll uncover that PLUS help you learn additional techniques to strengthen your voice, refine your editing skills and publish more consistently. THIS class is a workshop where you will brainstorm blog topic ideas, discuss their relevancy, identify keywords for your posts, produce a full piece of content and a draft AND get feedback editing via class.",45,Atlanta
http://generalassemb.ly/education/user-experience-design-bootcamp/san-francisco/39270,San Francisco,User Experience Design Bootcamp,"Saturday, 19 August",10,"As technology changes and more media outlets compete for customers’ time, providing an enjoyable experience is critical to both attracting and keeping users.  This class aims to demystify UX by giving a practical and simple introduction to what UX is while also explaining some of its core concepts of usability.  This is a field that affects all areas of business — prepare to dip your toes into an ocean of new concepts and ideas that will enlighten your perspective on the  human-computer interaction experience.",250,Atlanta
http://generalassemb.ly/education/validating-your-product/los-angeles/38949,Los Angeles,Validating Your Product,"Sunday, 10 September",11,Do you have dreams of bringing your own digital product to market?,120,Atlanta
http://generalassemb.ly/education/introduction-to-google-analytics/san-francisco/37891,San Francisco,Introduction to Google Analytics,"Thursday, 10 August",6:30,"Google Analytics is an incredibly robust, free tool for measuring web traffic data. In this class, you’ll get to know the basics of using Google Analytics to track and evaluate performance and draw insights to improve your business. Starting with basic terminology and key metrics, you’ll build a foundation of knowledge before diving deeper into more complex analytics techniques, including advertising tracking and custom segments. You’ll walk away with a fundamental understanding of Google Analytics’ role in running and operating your business.",65,Atlanta
http://generalassemb.ly/education/product-management-101-f2ff0d2e-a76e-435e-b283-7567e6c7bf5f/new-york-city/38461,New York City,Product Management 101,"Thursday, 13 July",6:30,Learn the keys to driving product success.,60,Atlanta
http://generalassemb.ly/education/data-visualisation-101-with-javascript/london/38769,London,Data Visualisation 101 with JavaScript,"Wednesday, 12 July",6:15,"Data has become the most important resource for every business, and so the ability to distill raw numbers into meaningful messages is coveted by employers and entrepreneurs alike. But the insights gained from data analysis will only ever be truly valuable if they can be clearly expressed to other people – bosses, colleagues, clients, customers, or other stakeholders.",55,Atlanta
http://generalassemb.ly/education/advanced-sql-bootcamp/san-francisco/39256,San Francisco,Advanced SQL Bootcamp,"Friday, 11 August",10,This workshop will build upon the skills developed in the SQL Bootcamp.  The program uses a combination of lecture and in-class exercises to ensure that students leave with a working grasp of the SQL skills covered in class.  Students will immediately be able to apply their skills at work.,299,Atlanta
http://generalassemb.ly/education/sales-essentials-workshop/washington-dc/38854,"Washington, D.C.",Sales Essentials Workshop,"Tuesday, 22 August",6:30,This workshop provides the necessary skills to close your next customer and increase your revenue.,65,Atlanta
http://generalassemb.ly/education/user-experience-design-bootcamp/los-angeles/38226,Los Angeles,User Experience Design Bootcamp,"Saturday, 30 September",10,"As technology changes and more media outlets compete for customers’ time, providing an enjoyable experience is critical to attracting and retaining customers and for businesses and organizations to be successful. This class aims to demystify UX by giving a practical and simple introduction to what UX is while also explaining some of its core concepts of usability. This is a field that affects all areas of business, government, education and non-profit organizations, and is one of the fastest growing professions in the tech industry.",250,Atlanta
http://generalassemb.ly/education/excel-bootcamp/new-york-city/38470,New York City,Excel Bootcamp,"Saturday, 9 September",10,"The bootcamp is designed to provide students with a general overview of Excel topics and specifically more knowledge of several different functions. It combines most of the material from the two workshops into an intense one-day session. Given the short timeframe and large amount of topics covered, students are expected to be able to learn quickly. The bootcamp is designed for students who can pick up material quickly and are looking to go from relatively little knowledge of Excel to being able to achieve complex tasks in just one day.",299,Atlanta
http://generalassemb.ly/education/introduction-to-growth-hacking--2/singapore/38142,Singapore,Introduction to Growth Hacking,"Thursday, 20 July",7,What is growth hacking? Is it an alternative to marketing? Is it just a buzzword? Is it even legal?,60,Atlanta
http://generalassemb.ly/education/understanding-google-analytics-bootcamp/london/37310,London,Understanding Google Analytics Bootcamp,null,null,"Google Analytics is the most commonly used web analytics tool in the world today. Though by only using the default settings, most users aren’t utilising the platform to its fullest extent.",290,Atlanta
http://generalassemb.ly/education/product-management-101-f2ff0d2e-a76e-435e-b283-7567e6c7bf5f/new-york-city/38463,New York City,Product Management 101,"Wednesday, 9 August",6:30,Learn the keys to driving product success.,60,Atlanta
http://generalassemb.ly/education/digital-marketing-workshop/seattle/38593,Seattle,Digital Marketing Workshop,"Tuesday, 15 August",5:30,Get your bearings in the digital marketing landscape.,60,Atlanta
http://generalassemb.ly/education/data-analytics-101-01095432-8af6-4a75-b00f-694d0589f258/washington-dc/37473,"Washington, D.C.",Data Analytics 101,"Wednesday, 19 July",6:30,Data drives decisions; are you part of the conversation around data?,65,Atlanta
http://generalassemb.ly/education/design-thinking-workshop/london/37918,London,Design Thinking Workshop,"Tuesday, 1 August",6:15,"Design Thinking stresses the importance of cultivating empathy for end users, interpreting and framing problems they experience, creative solution generation, and continuous prototyping and testing. Embedded within Design Thinking is the assumption that we must think “outside ourselves.” Great design doesn’t happen within the four walls of a studio or of?ce. It happens in the real world.",55,Atlanta
http://generalassemb.ly/education/introduction-to-digital-marketing/denver/37983,Denver,Introduction to Digital Marketing,"Monday, 10 July",6,See the strategies that drive today’s biggest brands.,25,Atlanta
http://generalassemb.ly/education/how-to-be-an-effective-manager/san-francisco/38535,San Francisco,How to Be an Effective Manager,"Wednesday, 27 September",10,"Due to the fast pace of change today, many employees get thrust into managerial positions and immediately face numerous new challenges and responsibilities with little training. Ensuring that valuable individual contributors can adapt quickly into effective managers is critical to the long-term viability of every organization and is a fast track for an individual to pursue a more fulfilling career. In this workshop, you’ll get an in-depth look at the roles and responsibilities of a manager. We’ll look at goal setting, delegation, performance management, effective communication, leadership, motivating, and much more. You’ll walk out feeling prepared and confident to guide your team to new levels of success.",65,Atlanta
http://generalassemb.ly/education/data-science-101/new-york-city/38417,New York City,Data Science 101,"Thursday, 6 July",6:30,See how the predictive power of data drives modern business.,90,Atlanta
http://generalassemb.ly/education/coding-101-html-css/new-york-city/38489,New York City,Coding 101: HTML & CSS,"Thursday, 20 July",6:30,"Meet the programming languages that power the web, and write your first line of code.",60,Atlanta
http://generalassemb.ly/education/growth-marketing-channel-planning-for-extreme-growth/sydney/39304,Sydney,Growth Marketing - Channel Planning For Extreme Growth,"Wednesday, 2 August",6,"You’ve probably heard of growth hacking and growth marketing, but do you really understand what it is?",50,Atlanta
http://generalassemb.ly/education/facebook-advertising-for-the-win/singapore/38144,Singapore,Facebook Advertising for the Win,"Wednesday, 26 July",7,"Facebook is a juggernaut with over 1.74 billion monthly active users. In this workshop you will get insights and practical lessons from the field, you’ll learn how to make the most of Facebook advertising in this fast-paced, hands on class. We’ll focus on highly specific hacks that will help you cut through the noise and acquire new users to grow your business. From the anatomy of a high-converting ad to optimization tips to suggested resources, you’ll come out of this workshop knowing a more clever and effective way to run Facebook ads.",60,Atlanta
http://generalassemb.ly/education/brand-you-how-to-promote-yourself-authentically/singapore/35435,Singapore,Brand You: How to Promote Yourself Authentically,"Thursday, 24 August",7,What you say is just as powerful as your actions. Learn how to confidently articulate your expertise and use qualifiers so people listen.,60,Atlanta
http://generalassemb.ly/education/intro-to-adobe-photoshop/atlanta/38453,Atlanta,Intro to Adobe Photoshop,"Monday, 31 July",6,"Bring your creative ideas to life with Adobe Photoshop, the professional digital imaging standard, used by photographers and designers who want to perfect their digital images. Photoshop allows you to create powerful images and designs. This workshop is designed to get you up and running with Adobe Photoshop in just three hours. The focus will be on step-by-step instruction leading students through the most important tools and concepts in Photoshop.",35,Atlanta
http://generalassemb.ly/education/doing-copywriting-right-engaging-your-audience/sydney/38958,Sydney,Doing Copywriting Right: Engaging Your Audience,"Monday, 24 July",6,"Are you, like most professionals, in amongst the storm of content to promote your brand and organisation, yet struggling to create it or keep your customers engaged? You're not alone. After all, if people aren't following your business' content and feeling engaged by it, then it's really a waste of time.",50,Atlanta
http://generalassemb.ly/education/code-in-one-day-html-css-crash-course/seattle/39117,Seattle,Code in One Day: HTML & CSS Crash Course,"Saturday, 15 July",10,"HTML and CSS are the fundamental building blocks of the web. Whether you're a beginner who wants to get started in web development, a designer looking to hand-code their concepts, or a marketer who wants a little more control over their CMS, you'll need to know HTML and CSS to get the job done.",175,Atlanta
http://generalassemb.ly/education/social-media-bootcamp/austin/39060,Austin,Social Media Bootcamp,"Saturday, 12 August",10,"In this bootcamp, students will be introduced to the current social media landscape and explore how it can be used for maximum results for brands. Students will leave with a detailed understanding of both the current social media landscape and how to evaluate which social platforms, social marketing techniques, and paid social advertising methods are the best fit for their organization's goals.",175,Atlanta
http://generalassemb.ly/education/adobe-photoshop-bootcamp/new-york-city/38435,New York City,Adobe Photoshop Bootcamp,"Saturday, 9 September",10,"Photoshop is the industry standard photo image editing software for print and digital output. In this hands-on introductory workshop, we will walk through Photoshop's basic capabilities and use tools and techniques to edit images and create visual design mock-ups - no design experience required!",299,Atlanta
http://generalassemb.ly/education/storytelling-for-success-how-to-pitch-present-persuade/san-francisco/37926,San Francisco,"Storytelling for Success: How to Pitch, Present & Persuade","Wednesday, 20 September",6:30,"Want more compelling pitches for investors, customers, and new hires? In this class, you'll learn how storytelling techniques from film and other narrative arts can take your pitches and presentations to the next level. You'll also practice crafting personal stories that quickly establish trust with audiences and colleagues.",85,Atlanta
http://generalassemb.ly/education/hella-good-content-20/chicago/37532,Chicago,Hella Good Content 2.0,"Monday, 14 August",6,"Attention startups, writers, small businesses, artists, and all you kickass creative hustlers! In this follow-up to the popular Hella Good Content workshop, we'll get super-tactical about creating effective content that gets views, shares, and new fans/customers. We'll go beyond basics, and literally create pieces of content using proven tips, tricks, and hacks that get results. In this workshop series that one Google marketing executive called ""engaging and entertaining,"" you'll leave with a powerful set of tactics you can use to help make your own project a smashing success!",40,Atlanta
http://generalassemb.ly/education/intermediate-excel-formulas-functions/new-york-city/38457,New York City,Intermediate Excel: Formulas & Functions,"Wednesday, 12 July",6:30,"The Intermediate Excel: Formula and Functions workshop is designed for students who have mastered the material from the Excel at Excel workshop and are looking to build upon those skills. Given that there lacks an enforceable prerequisite, the workshop does review a few topics from the Excel at Excel workshop, including conditional math functions and basic reference functions, to ensure that all participants have the basic knowledge needed for the advance topics. Students will learn specialized functions and how to combine functions to achieve more advance tasks. Additionally, the workshop covers some more advance options in charts. Students that benefit the most are those looking to be more efficient with Excel",90,Atlanta
http://generalassemb.ly/education/google-analytics-bootcamp/washington-dc/37402,"Washington, D.C.",Google Analytics Bootcamp,"Saturday, 29 July",10,Google Analytics is the most used web analytics tool in the world. Are you harnessing its power?,200,Atlanta
http://generalassemb.ly/education/introduction-to-the-agile-development-process/atlanta/38363,Atlanta,Introduction to the Agile Development Process,"Wednesday, 23 August",6:30,"In today’s digital world, most companies are using the Agile development process to get their product ideas developed into something a user can see on the webpage. If you want to be part of building great products, you need to understand how developers use the Agile methodology and how the business needs to be part of the development flow.",45,Atlanta
http://generalassemb.ly/education/intro-to-digital-marketing-a-free-class-91a66941-9c1b-4ca6-b630-383b84e6af60/boston/38886,Boston,Intro to Digital Marketing: A Free Class,"Monday, 17 July",6:30,The digital landscape is moving at a lightning fast pace. Every industry has been affected by the advances in digital—from retail to brands and agencies.,0,Atlanta
http://generalassemb.ly/education/content-strategy-masterclass-cultivate-your-brand-grow-your-audience/melbourne/39474,Melbourne,"Content Strategy Masterclass: Cultivate your Brand, Grow Your Audience","Thursday, 17 August",6,"Recommended for current or aspiring content managers, strategists, bloggers and entrepreneurs. This class will teach you how to create an emotional connection with your followers.",70,Atlanta
http://generalassemb.ly/education/customer-journey-mapping/melbourne/39022,Melbourne,Customer Journey Mapping,"Thursday, 3 August",6,Designing great customer experiences is a critical factor in driving success in today’s fast-paced and ever-changing business environment.,70,Atlanta
http://generalassemb.ly/education/ux-fundamentals-wireframing-prototyping/atlanta/39215,Atlanta,UX Fundamentals: Wireframing & Prototyping,"Monday, 18 September",6,If you're new to prototyping or wireframing with Sketch and Invision then this class is for you.,40,Atlanta
http://generalassemb.ly/education/user-experience-design-bootcamp/new-york-city/38472,New York City,User Experience Design Bootcamp,"Saturday, 15 July",10,"As technology changes and more media outlets compete for customers’ time, providing an enjoyable experience is critical to both attracting and keeping users.  This bootcamp aims to demystify UX by giving a practical and simple introduction to what UX is while also explaining some of its core concepts of usability.  This is a field that affects all areas of business — prepare to dip your toes into an ocean of new concepts and ideas that will enlighten your perspective on the  human-computer interaction experience.",299,Atlanta
http://generalassemb.ly/education/sql-bootcamp/washington-dc/38532,"Washington, D.C.",SQL Bootcamp,"Saturday, 22 July",10,"SQL is a powerful language, and tool, for data analysis and data handling. In this bootcamp, you’ll dive deep into SQL syntax and database structures, while applying your new SQL skills to address business problems. This bootcamp will take absolute beginners through the basics of SQL to an ability to write queries with confidence.",200,Atlanta
http://generalassemb.ly/education/data-science-101/new-york-city/38419,New York City,Data Science 101,"Thursday, 7 September",6:30,See how the predictive power of data drives modern business.,90,Atlanta
http://generalassemb.ly/education/python-programming-101/london/39316,London,Python Programming 101,"Wednesday, 16 August",6:15,Unlock data-driven insights with code.,55,Atlanta
http://generalassemb.ly/education/intro-to-git-and-github/washington-dc/38686,"Washington, D.C.",Intro to Git and GitHub,"Monday, 17 July",6:30,"Git, a distributed version control system, is a fundamental tool in modern software development, allowing teams to effectively track and manage changes to projects over time.",35,Atlanta
http://generalassemb.ly/education/introduction-to-the-business-model-canvas/melbourne/38518,Melbourne,Introduction to the Business Model Canvas,"Wednesday, 19 July",6:30,The Business Model Canvas is the perfect tool to quickly describe design and test your business model. This applies whether you are searching for a new business model or trying to reinvigorate an existing business model.,35,Atlanta
http://generalassemb.ly/education/code-in-one-day-html-css-crash-course/denver/37366,Denver,Code in One Day: HTML & CSS Crash Course,"Saturday, 15 July",10,"HTML and CSS are the fundamental building blocks of the web. Whether you're a beginner who wants to get started in web development, a designer looking to hand-code their concepts, or a marketer who wants a little more control over their CMS, you'll need to know HTML and CSS to get the job done.",175,Atlanta
http://generalassemb.ly/education/lean-ux-bootcamp-building-wireframes-tools-processes/singapore/38551,Singapore,Lean UX Bootcamp: Building Wireframes - Tools & Processes,"Saturday, 15 July",10,This intensive day-long bootcamp will provide an overview of the theory and practice of building wireframes. Students will gain hands-on experience thinking and designing in wireframes.,150,Atlanta
http://generalassemb.ly/education/data-visualization-and-intro-to-tableau/boston/37459,Boston,Data Visualization and Intro to Tableau,"Monday, 25 September",6:30,Fascinated by data visualization but don't have any experience beyond charts in Excel or Powerpoint?,75,Atlanta
http://generalassemb.ly/education/social-media-strategy-mapping/san-francisco/37901,San Francisco,Social Media Strategy Mapping,"Thursday, 27 July",10,"Social media initiatives don’t start when you register a Facebook or Twitter account and start posting announcements, it begins much sooner. In this workshop, you’ll be taken through a 6-step methodology that will help guide your efforts to develop an actionable social media strategy. You’ll learn how to structure your social media efforts, deploy your resources, and ultimately launch a social media campaign that is professional and provides results you’ll be able to interpret and understand.",65,Atlanta
http://generalassemb.ly/education/branding-fundamentals/boston/37410,Boston,Branding Fundamentals,"Tuesday, 18 July",6:30,"Having and committing to the right brand strategy goes hand in hand with success, no matter what you’re selling or to whom. The right brand strategy enables meaningful, long-term customer relationships and builds engaged, high-performing teams. Plus, a brilliantly executed brand strategy saves time and money.",40,Atlanta
http://generalassemb.ly/education/intro-to-git-and-github/washington-dc/38771,"Washington, D.C.",Intro to Git and GitHub,"Tuesday, 15 August",6:30,"Git, a distributed version control system, is a fundamental tool in modern software development, allowing teams to effectively track and manage changes to projects over time.",35,Atlanta
http://generalassemb.ly/education/intro-to-project-management-bootcamp/boston/36537,Boston,Intro to Project Management Bootcamp,"Saturday, 29 July",10,Project management has become one of the hottest jobs in the market today.,180,Atlanta
http://generalassemb.ly/education/python-programming-101/new-york-city/38445,New York City,Python Programming 101,"Tuesday, 12 September",6:30,Unlock data-driven insights with code.,90,Atlanta
http://generalassemb.ly/education/introduction-to-data-visualization/atlanta/38714,Atlanta,Introduction to Data Visualization,"Thursday, 6 July",6:30,"In the digital age, the ability to explore the visual representation of massive data and detect meaningful patterns and trends is becoming increasingly critical for businesses. Data visualization lets people look at vast quantities of data quickly and efficiently to improve comprehension and understanding.",30,Atlanta
http://generalassemb.ly/education/excel-bootcamp/new-york-city/38468,New York City,Excel Bootcamp,"Saturday, 22 July",10,"The bootcamp is designed to provide students with a general overview of Excel topics and specifically more knowledge of several different functions. It combines most of the material from the two workshops into an intense one-day session. Given the short timeframe and large amount of topics covered, students are expected to be able to learn quickly. The bootcamp is designed for students who can pick up material quickly and are looking to go from relatively little knowledge of Excel to being able to achieve complex tasks in just one day.",299,Atlanta
http://generalassemb.ly/education/data-visualisation-for-beginners-two-part-workshop-series/sydney/38829,Sydney,Data Visualisation for Beginners: Two-Part Workshop Series,null,null,"We are surrounded by data. As analysts, journalists or designers it's our job to transform data into information. Visualisation can help us to find the right story to tell, connect the dots and see the full picture. Furthermore, data visualisations help us to analyse and explore data sets and present them in a compact but meaningful way to a broad audience. Maybe you are already working with data or you just want to dive right in, but need some inspiration and guidance on how to design beautiful and informative graphics?",100,Atlanta
http://generalassemb.ly/education/design-for-non-designers/seattle/39334,Seattle,Design for Non-Designers,"Wednesday, 19 July",6,"Step into the world of visual design with General Assembly. During our introductory workshop, explore the tools and techniques you can use to bring websites, marketing materials, and more to life, and see how designers make their mark on the digital world. Learn basic design fundamentals, including composition, color theory, and typography in this beginner workshop.",40,Atlanta
http://generalassemb.ly/education/introduction-to-content-strategy/san-francisco/37928,San Francisco,Introduction to Content Strategy,"Tuesday, 11 July",6:30,"Now every company is a media company. Instead of paying PR firms to beg reporters to publish your message, you can publish it yourself — as articles, books, videos, infographics, webcasts, podcasts and more. In the new world of content marketing, content strategy is the emerging discipline of aligning editorial with strategic business goals. In the class we'll explore the foundations of an effective content strategy, including editorial design, target audience definition, idea generation, and success metrics.",65,Atlanta
http://generalassemb.ly/education/introduction-to-data-visualization/atlanta/38776,Atlanta,Introduction to Data Visualization,"Thursday, 7 September",6:30,"In the digital age, the ability to explore the visual representation of massive data and detect meaningful patterns and trends is becoming increasingly critical for businesses. Data visualization lets people look at vast quantities of data quickly and efficiently to improve comprehension and understanding.",30,Atlanta
http://generalassemb.ly/education/digital-marketing-bootcamp--2/los-angeles/38784,Los Angeles,Digital Marketing Bootcamp,"Saturday, 26 August",10,"The digital landscape is moving at lightning speed. Every industry has been affected by the advances in digital—from retail to brands and agencies. Has your manager recently assigned a digital marketing role to you? Are you a project or account manager at a creative agency? Do you work for a small company or a start-up, and handle all things digital on your own? Then this bootcamp may be just what you need! Specifically created for students and professionals interested in gaining a deeper understanding of everything digital marketing can encompass.",250,Atlanta
http://generalassemb.ly/education/content-marketing-workshop/london/38398,London,Content Marketing Workshop,"Tuesday, 19 September",6:15,"It’s easy to think that a great product or service will sell itself, but it’s rarely the case. In this class ideal for startup founders and marketers, you’ll find out how to market your content. You’ll learn how to utilise different types of content to tell a story, increase engagement around your content, and then repurpose your content for different channels to maximise visibility.",55,Atlanta
http://generalassemb.ly/education/mastering-talks-and-presentations/london/37915,London,Mastering Talks and Presentations,"Monday, 25 September",6:15,"In this overview, we will explore how you are communicating and how that is enhancing or taking away from your effectiveness. We will do this by engaging in fun interactive exercises that will help you put together presentations and talks that are focused and get your point across effectively.",35,Atlanta
http://generalassemb.ly/education/python-for-data-science-2bf903ff-147f-4f7b-85e6-cb6b0b623a08/seattle/39329,Seattle,Python for Data Science,"Saturday, 19 August",10,"Python is a versatile and widely-used programming language with many applications.  This workshop explores Python's place in the scientific ecosystem, and how the language, with several readily-available open-source libraries, can serve as a powerful tool for data analysis.  Designed as a stand-alone introduction to the data science aspects of Python, this class is also a recommended preparatory workshop for students planning to enroll in General Assembly's Data Science course.",175,Atlanta
http://generalassemb.ly/education/user-experience-design-bootcamp/sydney/38830,Sydney,User Experience Design Bootcamp,"Wednesday, 12 July",9:30,"As technology changes and more media outlets compete for customers’ time, providing an enjoyable experience is critical to both attracting and keeping users.",250,Atlanta
http://generalassemb.ly/education/javascript-101/washington-dc/38565,"Washington, D.C.",Javascript 101,"Thursday, 17 August",6:30,Expand your coding toolkit with the No. 1 language in tech.,50,Atlanta
http://generalassemb.ly/education/pr-101-create-a-buzz-grow-your-business-increase-roi/los-angeles/39372,Los Angeles,"PR 101: Create a Buzz, Grow Your Business, Increase ROI","Tuesday, 8 August",7,"“Contrary to common belief, the most effective way to build a brand is not by spending millions in advertising, but by finding a clever way to keep your name in the press.” 
-Barbara Corcoran, ""Shark Tales: How I turned $1,000 into a Billion Dollar Business.""",40,Atlanta
http://generalassemb.ly/education/introduction-to-pricing-strategy/london/37859,London,Introduction to Pricing Strategy,"Thursday, 17 August",6:15,"If you’re a startup founder, a business leader, or a product manager, being able to set your own pricing strategy is of the utmost importance. In this class, you’ll learn how to set a price for your new product or service.  After getting started with customer-based pricing, you’ll receive an overview of the most common pricing strategies as well as the determinants of price. Finally, you’ll find out how to build a pricing capability for ongoing improvement in your venture.",35,Atlanta
http://generalassemb.ly/education/programming-for-non-programmers/los-angeles/38194,Los Angeles,Programming for Non-Programmers,"Saturday, 8 July",10,"Are you a creative or entrepreneur that wishes you could speak tech with your web development team? Maybe you wish you could code a bit yourself? In this workshop we'll tackle some development principles to get you on the right path. We'll look at questions like, ""Front-end vs. Back-end?"", ""What is this Javascript function thingy, and why am I passing strange math equations to it?""",250,Atlanta
http://generalassemb.ly/education/sql-bootcamp/atlanta/39189,Atlanta,SQL Bootcamp,"Friday, 22 September",10,SQL provides powerful but reasonably simple tools for data analysis and handling.  This bootcamp will take absolute beginners through the basics of SQL to an ability to write queries with confidence.  We will use a combination of lecture and in-class exercises to ensure that students leave with a working grasp of SQL fundamentals.,150,Atlanta
http://generalassemb.ly/education/adobe-indesign-bootcamp/san-francisco/37711,San Francisco,Adobe InDesign Bootcamp,"Saturday, 12 August",10,"Bring your creative ideas to life with Adobe InDesign, the professional page layout standard, used by designers and production professionals to design, preflight, and publish a broad range of documents such as brochures, catalogs, magazines and books. InDesign allows you to lay out and design multiple page documents. This workshop is designed to get you up and running with Adobe InDesign in one day. The focus will be on step-by-step instruction leading students through the most important tools and concepts in InDesign.",150,Atlanta
